"nconst","primaryName","birthYear","deathYear","primaryProfession","knownForTitles","tconst","ordering","category.x","job","characters","averageRating","numVotes","titleType","primaryTitle","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres","age_at_filming","year_ceremony","ceremony","category.y","winner","oscar","yearly_avg_rating","overall_avg_rating","rating_score_plus_minus_1","rating_score_difference","earliest_oscar","rating_up_to_oscar_plus_minus_1","rating_up_to_oscar_difference","rating_after_oscar_plus_minus_1","rating_after_oscar_difference","career_rating_plus_minus_1","career_rating_difference","rating_up_to_50_plus_minus_1","rating_up_to_50_difference","oscars_received","earliest_film","last_film","better_career_in_50s_plus_minus_1","better_career_in_50s_difference","analysis_category_plus_minus_1","analysis_category_difference"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0026146",1,"actress",NA,"[""Karin Ingman""]",5.6,88,"movie","Ocean Breakers","Bränningar",0,1935,NA,70,"Drama",20,NA,NA,NA,NA,0,6.28494318181818,5.9274488960145,-1,-0.684943181818182,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0027164",4,"actress",NA,"[""Lena Bergström""]",6.1,445,"movie","Walpurgis Night","Valborgsmässoafton",0,1935,NA,75,"Drama,Romance",20,NA,NA,NA,NA,0,6.28494318181818,5.9274488960145,-1,-0.184943181818182,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0027796",1,"actress",NA,"[""Anita Hoffman""]",6.5,1307,"movie","Intermezzo","Intermezzo",0,1936,NA,93,"Drama,Romance",21,NA,NA,NA,NA,0,6.21875,5.9274488960145,1,0.28125,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0028151",2,"actress",NA,"[""Eva Bergh""]",5.3,137,"movie","On the Sunny Side","På Solsidan",0,1936,NA,92,"Comedy,Drama,Romance",21,NA,NA,NA,NA,0,6.21875,5.9274488960145,-1,-0.91875,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0030066",1,"actress",NA,"[""Julia Balzar""]",5.7,401,"movie","Dollar","Dollar",0,1938,NA,78,"Comedy",23,NA,NA,NA,NA,0,6.29176136363636,5.9274488960145,-1,-0.591761363636364,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0030337",1,"actress",NA,"[""Anna Holm, aka Anna Paulsson""]",7.1,1048,"movie","A Woman's Face","En kvinnas ansikte",0,1938,NA,104,"Drama",23,NA,NA,NA,NA,0,6.29176136363636,5.9274488960145,1,0.808238636363636,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0030938",1,"actress",NA,"[""Marianne Kruge""]",6.1,163,"movie","The Four Companions","Die vier Gesellen",0,1938,NA,96,"Drama,Romance",23,NA,NA,NA,NA,0,6.29176136363636,5.9274488960145,-1,-0.191761363636364,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0031270",1,"actress",NA,"[""Eva Beckman""]",6.6,354,"movie","Only One Night","En enda natt",0,1939,NA,90,"Drama,Romance",24,NA,NA,NA,NA,0,6.35104166666667,5.9274488960145,1,0.248958333333333,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0031491",1,"actress",NA,"[""Anita Hoffman""]",6.6,2637,"movie","Intermezzo","Intermezzo: A Love Story",0,1939,NA,70,"Drama,Romance",24,NA,NA,NA,NA,0,6.35104166666667,5.9274488960145,1,0.248958333333333,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0032655",1,"actress",NA,"[""Kerstin Norbäck""]",6.1,585,"movie","June Night","Juninatten",0,1940,NA,88,"Drama",25,NA,NA,NA,NA,0,6.33195592286501,5.9274488960145,-1,-0.231955922865014,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0033314",1,"actress",NA,"[""Emilie Gallatin""]",6.6,983,"movie","Adam Had Four Sons","Adam Had Four Sons",0,1941,NA,81,"Drama",26,NA,NA,NA,NA,0,6.33497267759563,5.9274488960145,1,0.265027322404372,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0033553",2,"actress",NA,"[""Ivy Peterson""]",6.8,9093,"movie","Dr. Jekyll and Mr. Hyde","Dr. Jekyll and Mr. Hyde",0,1941,NA,113,"Drama,Horror,Sci-Fi",26,NA,NA,NA,NA,0,6.33497267759563,5.9274488960145,1,0.465027322404372,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0034078",2,"actress",NA,"[""Stella Bergen""]",6.4,1251,"movie","Rage in Heaven","Rage in Heaven",0,1941,NA,85,"Drama,Thriller",26,NA,NA,NA,NA,0,6.33497267759563,5.9274488960145,1,0.0650273224043723,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0034583",2,"actress",NA,"[""Ilsa Lund""]",8.5,566981,"movie","Casablanca","Casablanca",0,1942,NA,102,"Drama,Romance,War",27,NA,NA,NA,NA,0,6.25525606469003,5.9274488960145,1,2.24474393530997,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0035896",2,"actress",NA,"[""María""]",6.8,9496,"movie","For Whom the Bell Tolls","For Whom the Bell Tolls",0,1943,NA,170,"Adventure,Drama,History",28,NA,NA,NA,NA,0,6.35736196319018,5.9274488960145,1,0.442638036809816,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0036855",2,"actress",NA,"[""Paula Alquist""]",7.8,29128,"movie","Gaslight","Gaslight",0,1944,NA,114,"Crime,Drama,Mystery",29,1945,17,"ACTRESS","True",1,6.27660256410256,5.9274488960145,1,1.52339743589744,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0037536",2,"actress",NA,"[""Sister Mary Benedict""]",7.2,8297,"movie","The Bells of St. Mary's","The Bells of St. Mary's",0,1945,NA,126,"Drama",30,NA,NA,NA,NA,0,6.37770491803279,5.9274488960145,1,0.822295081967213,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0038053",2,"actress",NA,"[""Clio Dulaine""]",6.4,1454,"movie","Saratoga Trunk","Saratoga Trunk",0,1945,NA,135,"Drama,Romance,Western",30,NA,NA,NA,NA,0,6.37770491803279,5.9274488960145,1,0.0222950819672132,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0038109",1,"actress",NA,"[""Dr. Constance Petersen""]",7.5,48759,"movie","Spellbound","Spellbound",0,1945,NA,111,"Film-Noir,Mystery,Romance",30,NA,NA,NA,NA,0,6.37770491803279,5.9274488960145,1,1.12229508196721,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0038787",2,"actress",NA,"[""Alicia Huberman""]",7.9,101156,"movie","Notorious","Notorious",0,1946,NA,102,"Drama,Film-Noir,Romance",31,NA,NA,NA,NA,0,6.38363095238095,5.9274488960145,1,1.51636904761905,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0040109",1,"actress",NA,"[""Joan Madou""]",6.3,1706,"movie","Arch of Triumph","Arch of Triumph",0,1948,NA,120,"Drama,Romance,War",33,NA,NA,NA,NA,0,6.48680203045685,5.9274488960145,-1,-0.186802030456853,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0040491",1,"actress",NA,"[""Joan""]",6.4,3428,"movie","Joan of Arc","Joan of Arc",0,1948,NA,145,"Biography,Drama,War",33,NA,NA,NA,NA,0,6.48680203045685,5.9274488960145,-1,-0.0868020304568526,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0041931",1,"actress",NA,"[""Karen""]",7.2,7126,"movie","Stromboli","Stromboli (Terra di Dio)",0,1950,NA,107,"Drama",35,NA,NA,NA,NA,0,6.42333333333333,5.9274488960145,1,0.776666666666666,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0042004",1,"actress",NA,"[""Lady Henrietta Flusky""]",6.2,7358,"movie","Under Capricorn","Under Capricorn",0,1949,NA,117,"Crime,Drama,Romance",34,NA,NA,NA,NA,0,6.48768844221106,5.9274488960145,-1,-0.287688442211055,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0043511",1,"actress",NA,"[""Irene Girard""]",7.4,4202,"movie","Europe '51","Europa '51",0,1952,NA,118,"Drama",37,NA,NA,NA,NA,0,6.34788418708241,5.9274488960145,1,1.0521158129176,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0046309",1,"actress",NA,"[""Ingrid (segment \""Ingrid Bergman\"")""]",6.5,451,"movie","Siamo donne","Siamo donne",0,1953,NA,95,"Comedy,Drama",38,NA,NA,NA,NA,0,6.28752598752599,5.9274488960145,1,0.212474012474012,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0046511",1,"actress",NA,"[""Katherine Joyce""]",7.3,10739,"movie","Journey to Italy","Viaggio in Italia",0,1954,NA,85,"Drama,Romance",39,NA,NA,NA,NA,0,6.28167770419426,5.9274488960145,1,1.01832229580574,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0047026",1,"actress",NA,"[""Giovanna d'Arco""]",5.7,355,"movie","Joan of Arc at the Stake","Giovanna d'Arco al rogo",0,1954,NA,80,"Biography,Drama,History",39,NA,NA,NA,NA,0,6.28167770419426,5.9274488960145,-1,-0.58167770419426,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0047336",1,"actress",NA,"[""Irene Wagner""]",6.7,1525,"movie","Fear","Non credo più all'amore (La paura)",0,1954,NA,75,"Drama",39,NA,NA,NA,NA,0,6.28167770419426,5.9274488960145,1,0.41832229580574,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0048947",1,"actress",NA,"[""Anna Koreff""]",7,8622,"movie","Anastasia","Anastasia",0,1956,NA,105,"Biography,Drama,History",41,1957,29,"ACTRESS","True",1,6.33483606557377,5.9274488960145,1,0.665163934426229,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
"nm0000006","Ingrid Bergman",1915,1982,"actress,soundtrack,producer","tt0034583,tt0036855,tt0038109,tt0038787","tt0049177",1,"actress",NA,"[""Elena Sokorowska""]",6.2,2011,"movie","Elena and Her Men","Elena et les hommes",0,1956,NA,95,"Comedy,Drama,Romance",41,NA,NA,NA,NA,0,6.33483606557377,5.9274488960145,-1,-0.13483606557377,29,4,3.78915166448654,16,14.8964927775505,20,18.685644442037,14,13.2952670294747,2,20,63,FALSE,FALSE,"Multiple Oscars","Multiple Oscars"
